doseg_[km],poraba_[kWh/100km],kapaciteta_[kWh],cas_polnjenja[min/100km],pospesek(0-100km/h)_[s],cena_[EUR],drzava,leto,znamka,model,link
385.0,16.8,64.8,16,8.1,41340,Južna Koreja,2026,Hyundai,Kona Electric 64.8 kWh,https://bestev4me.eu/ev-catalog/3463/hyundai-kona-electric-648-kwh-2026
385.0,15.1,58.0,8,7.6,50789,Nemčija,2026,Mercedes-Benz,CLA Shooting Brake 200,https://bestev4me.eu/ev-catalog/3628/mercedes-benz-cla-shooting-brake-200-2026
385.0,20.3,78.0,12,6.2,59990,Južna Koreja,2026,Kia,EV5 81.4 kWh GT,https://bestev4me.eu/ev-catalog/3651/kia-ev5-814-kwh-gt-2026
380.0,19.1,72.5,16,4.4,71019,ZDA,2016,Tesla,Model S 75D,https://bestev4me.eu/ev-catalog/1070/tesla-model-s-75d-2016
380.0,19.1,72.5,16,4.6,69970,ZDA,2016,Tesla,Model S 75,https://bestev4me.eu/ev-catalog/1071/tesla-model-s-75-2016
380.0,22.3,84.7,18,4.8,77300,Združeno kraljestvo,2018,Jaguar,I-Pace EV400,https://bestev4me.eu/ev-catalog/1097/jaguar-i-pace-ev400-2018
380.0,22.8,86.5,10,5.7,81639,Nemčija,2020,Audi,e-tron Sportback 55 quattro,https://bestev4me.eu/ev-catalog/1107/audi-e-tron-sportback-55-quattro-2020
380.0,22.3,84.7,18,4.8,76815,Združeno kraljestvo,2020,Jaguar,I-Pace EV400,https://bestev4me.eu/ev-catalog/1287/jaguar-i-pace-ev400-2020
380.0,22.3,84.7,18,6.4,75351,Združeno kraljestvo,2020,Jaguar,I-Pace EV320,https://bestev4me.eu/ev-catalog/1307/jaguar-i-pace-ev320-2020
380.0,22.8,86.5,10,5.7,81639,Nemčija,2020,Audi,e-tron Sportback 55 quattro,https://bestev4me.eu/ev-catalog/1356/audi-e-tron-sportback-55-quattro-2020
380.0,22.0,83.7,8,2.9,191096,Nemčija,2021,Porsche,Taycan Turbo S Cross Turismo,https://bestev4me.eu/ev-catalog/1439/porsche-taycan-turbo-s-cross-turismo-2021
380.0,15.8,60.0,13,7.4,46600,Francija,2022,Renault,Megane E-Tech EV60 220hp,https://bestev4me.eu/ev-catalog/1521/renault-megane-e-tech-ev60-220hp-2022
380.0,15.8,60.0,13,10.5,47000,Francija,2022,Renault,Megane E-Tech EV60 130hp,https://bestev4me.eu/ev-catalog/1588/renault-megane-e-tech-ev60-130hp-2022
380.0,18.7,71.0,7,5.4,94091,Nemčija,2022,Porsche,Taycan Sport Turismo,https://bestev4me.eu/ev-catalog/1621/porsche-taycan-sport-turismo-2022
380.0,17.0,64.7,13,5.6,55000,Nemčija,2022,BMW,iX1 xDrive30,https://bestev4me.eu/ev-catalog/1701/bmw-ix1-xdrive30-2022
380.0,22.3,84.7,18,4.8,92400,Združeno kraljestvo,2023,Jaguar,I-Pace EV400,https://bestev4me.eu/ev-catalog/1812/jaguar-i-pace-ev400-2023
380.0,19.2,73.0,14,8.8,48750,Francija,2023,Peugeot,e-3008 73 kWh,https://bestev4me.eu/ev-catalog/2003/peugeot-e-3008-73-kwh-2023
380.0,19.1,72.6,13,7.3,55800,ZDA,2023,Ford,Mustang Mach-E SR RWD,https://bestev4me.eu/ev-catalog/2034/ford-mustang-mach-e-sr-rwd-2023
380.0,22.6,86.0,10,6.5,74928,Nemčija,2024,Volkswagen,ID. Buzz LWB GTX,https://bestev4me.eu/ev-catalog/2157/volkswagen-id-buzz-lwb-gtx-2024
380.0,18.9,72.0,5,6.0,55950,Kitajska,2025,Zeekr,7X Core RWD,https://bestev4me.eu/ev-catalog/3081/zeekr-7x-core-rwd-2025
380.0,15.8,60.0,13,10.5,,Francija,2025,Renault,Megane E-Tech EV60 130hp,https://bestev4me.eu/ev-catalog/3131/renault-megane-e-tech-ev60-130hp-2025
380.0,15.8,60.0,13,7.4,40990,Francija,2025,Renault,Megane E-Tech EV60 220hp,https://bestev4me.eu/ev-catalog/3132/renault-megane-e-tech-ev60-220hp-2025
380.0,19.1,72.6,13,6.2,56500,ZDA,2025,Ford,Mustang Mach-E SR RWD,https://bestev4me.eu/ev-catalog/3187/ford-mustang-mach-e-sr-rwd-2025
380.0,15.8,60.0,10,7.2,40970,ZDA,2025,Tesla,Model Y RWD,https://bestev4me.eu/ev-catalog/3362/tesla-model-y-rwd-2025
380.0,21.6,81.9,12,4.0,44900,Kitajska,2025,Leapmotor,C10 AWD 81.9 kWh,https://bestev4me.eu/ev-catalog/3388/leapmotor-c10-awd-819-kwh-2025
380.0,18.7,71.0,12,5.5,,Japonska,2026,Lexus,ES 500e DIRECT 4,https://bestev4me.eu/ev-catalog/3493/lexus-es-500e-direct-4-2026
380.0,17.1,65.0,10,6.6,31900,Kitajska,2026,Leapmotor,B05 67.1 kWh,https://bestev4me.eu/ev-catalog/3564/leapmotor-b05-671-kwh-2026
380.0,22.6,86.0,11,6.4,62648,Nemčija,2026,Volkswagen,ID. Buzz LWB Pro 4MOTION,https://bestev4me.eu/ev-catalog/3635/volkswagen-id-buzz-lwb-pro-4motion-2026
380.0,22.6,86.0,11,6.4,70049,Nemčija,2026,Volkswagen,ID. Buzz LWB GTX,https://bestev4me.eu/ev-catalog/3636/volkswagen-id-buzz-lwb-gtx-2026
375.0,22.8,85.5,17,4.0,131300,ZDA,2016,Tesla,Model X P90D,https://bestev4me.eu/ev-catalog/1054/tesla-model-x-p90d-2016
375.0,22.8,85.5,17,3.4,142200,ZDA,2016,Tesla,Model X P90DL,https://bestev4me.eu/ev-catalog/1055/tesla-model-x-p90dl-2016
375.0,17.1,64.0,18,7.8,39090,Južna Koreja,2018,Kia,e-Niro 64 kWh,https://bestev4me.eu/ev-catalog/1125/kia-e-niro-64-kwh-2018
375.0,17.1,64.0,18,7.8,38105,Južna Koreja,2020,Kia,e-Niro 64 kWh,https://bestev4me.eu/ev-catalog/1260/kia-e-niro-64-kwh-2020
375.0,17.1,64.0,18,7.8,38105,Južna Koreja,2020,Kia,e-Niro 64 kWh,https://bestev4me.eu/ev-catalog/1338/kia-e-niro-64-kwh-2020
375.0,19.7,74.0,7,5.5,63200,Južna Koreja,2022,Genesis,GV60 Sport,https://bestev4me.eu/ev-catalog/1648/genesis-gv60-sport-2022
375.0,17.6,66.0,10,7.4,47295,Švedska,2022,Polestar,2 Standard Range Single Motor,https://bestev4me.eu/ev-catalog/1654/polestar-2-standard-range-single-motor-2022
375.0,18.7,70.0,16,6.9,56500,ZDA,2022,Ford,Mustang Mach-E SR RWD,https://bestev4me.eu/ev-catalog/1668/ford-mustang-mach-e-sr-rwd-2022
375.0,18.7,70.0,16,6.9,56500,ZDA,2022,Ford,Mustang Mach-E SR RWD,https://bestev4me.eu/ev-catalog/1753/ford-mustang-mach-e-sr-rwd-2022
380.0,15.8,60.0,10,7.2,40970,ZDA,2025,Tesla,Model Y RWD,https://bestev4me.eu/ev-catalog/3103/tesla-model-y-rwd-2025
375.0,18.4,69.0,11,5.1,50990,Japonska,2025,Toyota,bZ4X AWD 73.1 kWh,https://bestev4me.eu/ev-catalog/3135/toyota-bz4x-awd-731-kwh-2025
375.0,24.3,91.0,16,4.1,108809,ZDA,2025,Cadillac,VISTIQ 900 E4,https://bestev4me.eu/ev-catalog/3267/cadillac-vistiq-900-e4-2025
375.0,16.0,60.0,5,6.9,46600,Kitajska,2026,XPENG,P7+ RWD Standard Range,https://bestev4me.eu/ev-catalog/3431/xpeng-p7-rwd-standard-range-2026
375.0,15.5,58.0,12,9.6,34000,Južna Koreja,2026,Hyundai,IONIQ 3 61 kWh,https://bestev4me.eu/ev-catalog/3555/hyundai-ioniq-3-61-kwh-2026
370.0,21.6,80.0,14,5.1,69484,Nemčija,2019,Mercedes-Benz,EQC 400 4MATIC,https://bestev4me.eu/ev-catalog/1135/mercedes-benz-eqc-400-4matic-2019
370.0,17.3,64.0,19,7.9,36837,Južna Koreja,2020,Kia,e-Soul 64 kWh,https://bestev4me.eu/ev-catalog/1154/kia-e-soul-64-kwh-2020
370.0,17.3,64.0,19,7.9,36837,Južna Koreja,2020,Kia,e-Soul 64 kWh,https://bestev4me.eu/ev-catalog/1288/kia-e-soul-64-kwh-2020
370.0,21.6,80.0,14,5.1,66069,Nemčija,2020,Mercedes-Benz,EQC 400 4MATIC,https://bestev4me.eu/ev-catalog/1337/mercedes-benz-eqc-400-4matic-2020
370.0,18.9,70.0,7,7.4,45900,Južna Koreja,2021,Hyundai,IONIQ 5 Long Range 2WD,https://bestev4me.eu/ev-catalog/1478/hyundai-ioniq-5-long-range-2wd-2021
370.0,18.5,68.3,15,8.4,37990,Kitajska,2021,MG,ZS EV Long Range,https://bestev4me.eu/ev-catalog/1541/mg-zs-ev-long-range-2021
370.0,19.2,71.0,7,4.0,114559,Nemčija,2022,Porsche,Taycan 4S Sport Turismo,https://bestev4me.eu/ev-catalog/1623/porsche-taycan-4s-sport-turismo-2022
370.0,24.3,90.0,14,4.9,79995,Kitajska,2022,Hongqi,E-HS9 99 kWh,https://bestev4me.eu/ev-catalog/1747/hongqi-e-hs9-99-kwh-2022
370.0,17.3,64.0,19,7.9,47450,Južna Koreja,2022,Kia,e-Soul 64 kWh,https://bestev4me.eu/ev-catalog/1749/kia-e-soul-64-kwh-2022
370.0,19.7,73.0,14,9.7,51250,Francija,2024,Peugeot,e-5008 73 kWh,https://bestev4me.eu/ev-catalog/2149/peugeot-e-5008-73-kwh-2024
370.0,19.5,72.0,15,8.1,41990,Južna Koreja,2024,KGM,Torres EVX,https://bestev4me.eu/ev-catalog/2189/kgm-torres-evx-2024
370.0,21.4,79.0,11,7.6,60892,Nemčija,2024,Volkswagen,ID. Buzz NWB Pro,https://bestev4me.eu/ev-catalog/2232/volkswagen-id-buzz-nwb-pro-2024
370.0,19.7,73.0,14,9.0,46950,Nemčija,2024,Opel,Grandland Electric 73 kWh,https://bestev4me.eu/ev-catalog/3037/opel-grandland-electric-73-kwh-2024
370.0,15.9,59.0,10,8.1,46850,Češka,2025,Skoda,Enyaq Coupe 60,https://bestev4me.eu/ev-catalog/3099/skoda-enyaq-coupe-60-2025
475.0,20.2,96.0,6,6.5,50900,Nemčija,2025,Smart,#5 Pro,https://bestev4me.eu/ev-catalog/3141/smart-5-pro-2025
370.0,19.9,73.7,14,8.5,47900,ZDA,2025,Jeep,Compass Electric 74 kWh,https://bestev4me.eu/ev-catalog/3181/jeep-compass-electric-74-kwh-2025
370.0,19.7,73.0,14,8.9,42590,Francija,2025,Citroen,C5 Aircross Comfort Range,https://bestev4me.eu/ev-catalog/3230/citroen-c5-aircross-comfort-range-2025
370.0,18.6,69.0,11,5.1,45990,Japonska,2026,Subaru,Solterra AWD 73.1 kWh,https://bestev4me.eu/ev-catalog/3434/subaru-solterra-awd-731-kwh-2026
370.0,19.5,72.0,12,5.1,,Japonska,2026,Subaru,Uncharted 77 kWh AWD,https://bestev4me.eu/ev-catalog/3437/subaru-uncharted-77-kwh-awd-2026
370.0,19.2,71.0,12,4.5,,Japonska,2026,Subaru,E-Outback AWD,https://bestev4me.eu/ev-catalog/3506/subaru-e-outback-awd-2026
370.0,18.5,68.4,12,7.4,39990,Kitajska,2026,Geely,EX5 Pro+,https://bestev4me.eu/ev-catalog/3582/geely-ex5-pro-2026
370.0,15.9,59.0,11,7.9,,Nemčija,2026,Volkswagen,ID.7 59 kWh,https://bestev4me.eu/ev-catalog/3598/volkswagen-id7-59-kwh-2026
370.0,15.9,59.0,11,8.0,,Nemčija,2026,Volkswagen,ID.7 Tourer 59 kWh,https://bestev4me.eu/ev-catalog/3602/volkswagen-id7-tourer-59-kwh-2026
365.0,23.7,86.5,11,5.7,80900,Nemčija,2019,Audi,e-tron 55 quattro,https://bestev4me.eu/ev-catalog/1092/audi-e-tron-55-quattro-2019
365.0,18.6,68.0,16,6.9,47500,ZDA,2021,Ford,Mustang Mach-E SR RWD,https://bestev4me.eu/ev-catalog/1242/ford-mustang-mach-e-sr-rwd-2021
365.0,23.7,86.5,11,5.7,80900,Nemčija,2019,Audi,e-tron 55 quattro,https://bestev4me.eu/ev-catalog/1253/audi-e-tron-55-quattro-2019
365.0,23.7,86.5,11,5.7,81500,Nemčija,2020,Audi,e-tron 55 quattro,https://bestev4me.eu/ev-catalog/1355/audi-e-tron-55-quattro-2020
365.0,19.2,70.0,7,5.2,59550,Južna Koreja,2021,Hyundai,IONIQ 5 Project 45,https://bestev4me.eu/ev-catalog/1381/hyundai-ioniq-5-project-45-2021
365.0,19.2,70.0,7,5.2,49900,Južna Koreja,2021,Hyundai,IONIQ 5 Long Range AWD,https://bestev4me.eu/ev-catalog/1479/hyundai-ioniq-5-long-range-awd-2021
365.0,19.2,70.0,15,7.9,46990,Kitajska,2021,MG,Marvel R,https://bestev4me.eu/ev-catalog/1524/mg-marvel-r-2021
365.0,17.8,65.0,12,5.3,44990,Švedska,2023,Volvo,EX30 Single Motor ER,https://bestev4me.eu/ev-catalog/1910/volvo-ex30-single-motor-er-2023
365.0,20.1,73.5,12,4.5,65500,Kitajska,2023,NIO,EL6 Standard Range,https://bestev4me.eu/ev-catalog/1921/nio-el6-standard-range-2023
365.0,17.7,64.7,14,5.6,49500,Združeno kraljestvo,2024,Mini,Countryman SE ALL4,https://bestev4me.eu/ev-catalog/1995/mini-countryman-se-all4-2024
365.0,20.0,73.0,15,6.0,60000,Francija,2025,Peugeot,e-3008 73 kWh Dual Motor,https://bestev4me.eu/ev-catalog/2004/peugeot-e-3008-73-kwh-dual-motor-2025
365.0,17.9,65.3,9,6.9,43600,Kitajska,2024,XPENG,G6 RWD Standard Range,https://bestev4me.eu/ev-catalog/2181/xpeng-g6-rwd-standard-range-2024
365.0,16.2,59.0,10,7.6,36425,Nemčija,2024,Volkswagen,ID.3 Pro,https://bestev4me.eu/ev-catalog/2213/volkswagen-id3-pro-2024
365.0,16.8,61.4,15,7.5,46990,Kitajska,2025,BYD,SEAL 61.4 kWh RWD Comfort,https://bestev4me.eu/ev-catalog/3102/byd-seal-614-kwh-rwd-comfort-2025
365.0,15.1,55.0,12,7.4,41490,Južna Koreja,2025,Kia,EV4 Fastback 58.3 kWh,https://bestev4me.eu/ev-catalog/3121/kia-ev4-fastback-583-kwh-2025
365.0,17.0,62.1,13,6.3,42990,Kitajska,2025,MG,MGS5 EV 64 kWh,https://bestev4me.eu/ev-catalog/3147/mg-mgs5-ev-64-kwh-2025
365.0,22.1,80.6,15,9.2,41990,Južna Koreja,2025,KGM,Musso EV 2WD,https://bestev4me.eu/ev-catalog/3226/kgm-musso-ev-2wd-2025
365.0,18.6,68.0,10,5.5,44990,Kitajska,2025,Changan,Deepal S05 4WD Max,https://bestev4me.eu/ev-catalog/3368/changan-deepal-s05-4wd-max-2025
365.0,20.5,75.0,15,6.7,65000,ZDA,2025,Cadillac,OPTIQ 500 E4,https://bestev4me.eu/ev-catalog/3371/cadillac-optiq-500-e4-2025
365.0,22.1,80.6,15,9.2,41990,Južna Koreja,2026,KGM,Musso EV 2WD,https://bestev4me.eu/ev-catalog/3447/kgm-musso-ev-2wd-2026
365.0,17.8,65.0,12,8.3,,Švedska,2026,Volvo,EX30 P3 Long Range,https://bestev4me.eu/ev-catalog/3479/volvo-ex30-p3-long-range-2026
365.0,17.8,65.0,12,5.3,43490,Švedska,2026,Volvo,EX30 P5 Long Range,https://bestev4me.eu/ev-catalog/3480/volvo-ex30-p5-long-range-2026
365.0,16.8,61.4,15,7.5,47990,Kitajska,2026,BYD,SEAL 61.4 kWh RWD Comfort,https://bestev4me.eu/ev-catalog/3517/byd-seal-614-kwh-rwd-comfort-2026
365.0,15.9,58.0,12,8.0,39195,Nemčija,2026,Volkswagen,ID.3 Neo 58 kWh,https://bestev4me.eu/ev-catalog/3521/volkswagen-id3-neo-58-kwh-2026
365.0,21.6,79.0,12,7.3,56061,Nemčija,2026,Volkswagen,ID. Buzz NWB Pro,https://bestev4me.eu/ev-catalog/3631/volkswagen-id-buzz-nwb-pro-2026
360.0,18.5,66.5,12,8.9,47541,Nemčija,2021,Mercedes-Benz,EQA 250,https://bestev4me.eu/ev-catalog/1147/mercedes-benz-eqa-250-2021
360.0,20.8,75.0,14,4.7,57650,Švedska,2021,Volvo,C40 Recharge Twin Pure Electric,https://bestev4me.eu/ev-catalog/1421/volvo-c40-recharge-twin-pure-electric-2021
360.0,20.6,74.0,7,3.5,72990,Južna Koreja,2022,Kia,EV6 GT,https://bestev4me.eu/ev-catalog/1471/kia-ev6-gt-2022
360.0,19.7,71.0,14,6.1,77300,Nemčija,2021,BMW,iX xDrive40,https://bestev4me.eu/ev-catalog/1472/bmw-ix-xdrive40-2021
360.0,20.6,74.0,7,4.0,73100,Južna Koreja,2022,Genesis,GV60 Sport Plus,https://bestev4me.eu/ev-catalog/1649/genesis-gv60-sport-plus-2022
360.0,17.1,61.7,10,7.9,39990,Kitajska,2022,MG,MG4 Electric 64 kWh,https://bestev4me.eu/ev-catalog/1708/mg-mg4-electric-64-kwh-2022
360.0,23.3,84.0,15,9.2,68990,Kitajska,2023,Maxus,MIFA 9,https://bestev4me.eu/ev-catalog/1837/maxus-mifa-9-2023
360.0,18.1,65.0,12,5.6,,Kitajska,2023,Zeekr,X Long Range RWD,https://bestev4me.eu/ev-catalog/1936/zeekr-x-long-range-rwd-2023
360.0,19.9,71.8,18,9.3,41990,Kitajska,2024,BYD,SEAL U 71.8 kWh Comfort,https://bestev4me.eu/ev-catalog/2094/byd-seal-u-718-kwh-comfort-2024
360.0,18.6,67.0,12,7.3,52690,Švedska,2024,Volvo,EC40 Single Motor,https://bestev4me.eu/ev-catalog/2123/volvo-ec40-single-motor-2024
360.0,21.9,79.0,11,6.5,73102,Nemčija,2024,Volkswagen,ID. Buzz NWB GTX,https://bestev4me.eu/ev-catalog/2156/volkswagen-id-buzz-nwb-gtx-2024
360.0,20.4,73.5,12,4.1,94900,Kitajska,2024,NIO,EL8 Standard Range,https://bestev4me.eu/ev-catalog/2222/nio-el8-standard-range-2024
360.0,16.4,59.0,10,6.7,41450,Španija,2024,CUPRA,Born 170 kW - 59 kWh,https://bestev4me.eu/ev-catalog/2233/cupra-born-170-kw-59-kwh-2024
360.0,16.4,59.0,10,8.1,44400,Češka,2025,Skoda,Enyaq 60,https://bestev4me.eu/ev-catalog/3096/skoda-enyaq-60-2025
360.0,15.3,55.0,12,7.4,37590,Južna Koreja,2025,Kia,EV4 Hatchback 58.3 kWh,https://bestev4me.eu/ev-catalog/3123/kia-ev4-hatchback-583-kwh-2025
360.0,18.6,67.0,12,7.3,54390,Švedska,2025,Volvo,EC40 Single Motor,https://bestev4me.eu/ev-catalog/3154/volvo-ec40-single-motor-2025
360.0,18.1,65.0,12,5.6,43450,Kitajska,2025,Zeekr,X Long Range RWD,https://bestev4me.eu/ev-catalog/3198/zeekr-x-long-range-rwd-2025
360.0,22.4,80.6,15,8.0,45990,Južna Koreja,2025,KGM,Musso EV 4WD,https://bestev4me.eu/ev-catalog/3227/kgm-musso-ev-4wd-2025
360.0,18.1,65.0,11,8.0,32400,Kitajska,2025,Leapmotor,B10 67.1 kWh,https://bestev4me.eu/ev-catalog/3233/leapmotor-b10-671-kwh-2025
360.0,16.4,59.0,10,7.7,40450,Španija,2025,CUPRA,Born 150 kW - 59 kWh,https://bestev4me.eu/ev-catalog/3262/cupra-born-150-kw-59-kwh-2025
360.0,22.4,80.6,15,8.0,45990,Južna Koreja,2026,KGM,Musso EV 4WD,https://bestev4me.eu/ev-catalog/3448/kgm-musso-ev-4wd-2026
360.0,17.1,61.7,10,7.5,42990,Kitajska,2026,MG,MG4 Premium Long Range,https://bestev4me.eu/ev-catalog/3467/mg-mg4-premium-long-range-2026
360.0,16.1,58.0,12,8.0,39990,Španija,2026,CUPRA,Born 140 kW - 58 kWh,https://bestev4me.eu/ev-catalog/3511/cupra-born-140-kw-58-kwh-2026
360.0,16.1,58.0,12,8.1,48450,Češka,2026,Skoda,Enyaq Coupe 60,https://bestev4me.eu/ev-catalog/3573/skoda-enyaq-coupe-60-2026
360.0,19.0,68.4,12,7.6,42990,Kitajska,2026,Geely,EX5 Max+,https://bestev4me.eu/ev-catalog/3583/geely-ex5-max-2026
360.0,21.9,79.0,12,6.1,60821,Nemčija,2026,Volkswagen,ID. Buzz NWB Pro 4MOTION,https://bestev4me.eu/ev-catalog/3632/volkswagen-id-buzz-nwb-pro-4motion-2026
360.0,21.9,79.0,12,6.1,68223,Nemčija,2026,Volkswagen,ID. Buzz NWB GTX,https://bestev4me.eu/ev-catalog/3633/volkswagen-id-buzz-nwb-gtx-2026
360.0,15.3,55.0,12,7.4,37590,Južna Koreja,2026,Kia,EV4 Hatchback 58.3 kWh,https://bestev4me.eu/ev-catalog/3668/kia-ev4-hatchback-583-kwh-2026
355.0,19.4,69.0,14,5.4,88200,ZDA,2016,Tesla,Model S 70D,https://bestev4me.eu/ev-catalog/1062/tesla-model-s-70d-2016
355.0,20.4,72.5,17,4.8,91700,ZDA,2019,Tesla,Model X Standard Range,https://bestev4me.eu/ev-catalog/1197/tesla-model-x-standard-range-2019
355.0,24.3,86.4,15,4.6,71400,Kitajska,2022,BYD,TANG,https://bestev4me.eu/ev-catalog/1783/byd-tang-2022
355.0,20.7,73.5,13,3.9,85900,Kitajska,2022,NIO,EL7 Standard Range,https://bestev4me.eu/ev-catalog/1788/nio-el7-standard-range-2022
355.0,18.6,66.0,11,7.3,47500,Švedska,2022,Volvo,C40 Recharge Single Motor,https://bestev4me.eu/ev-catalog/1799/volvo-c40-recharge-single-motor-2022
355.0,18.3,65.0,12,3.8,,Kitajska,2023,Zeekr,X Privilege AWD,https://bestev4me.eu/ev-catalog/1937/zeekr-x-privilege-awd-2023
355.0,17.5,62.0,13,5.8,43490,Nemčija,2024,Smart,#3 Pro+,https://bestev4me.eu/ev-catalog/1999/smart-3-pro-2024
355.0,17.5,62.0,13,5.8,46490,Nemčija,2024,Smart,#3 Premium,https://bestev4me.eu/ev-catalog/2054/smart-3-premium-2024
355.0,20.6,73.0,15,6.5,62500,Francija,2025,Peugeot,e-5008 73 kWh Dual Motor,https://bestev4me.eu/ev-catalog/2150/peugeot-e-5008-73-kwh-dual-motor-2025
355.0,18.0,64.0,12,8.0,55590,Japonska,2023,Lexus,RZ 300e,https://bestev4me.eu/ev-catalog/3027/lexus-rz-300e-2023
355.0,19.7,69.9,19,7.5,37600,Kitajska,2024,Leapmotor,C10 RWD 69.9 kWh,https://bestev4me.eu/ev-catalog/3040/leapmotor-c10-rwd-699-kwh-2024
355.0,17.5,62.0,13,5.5,35995,Kitajska,2024,Lynk&amp;Co,02,https://bestev4me.eu/ev-catalog/3045/lynkco-02-2024
355.0,18.3,65.0,12,3.8,48450,Kitajska,2025,Zeekr,X Privilege AWD,https://bestev4me.eu/ev-catalog/3199/zeekr-x-privilege-awd-2025
355.0,20.6,73.0,15,6.1,51750,Nemčija,2025,Opel,Grandland Electric 73 kWh AWD,https://bestev4me.eu/ev-catalog/3201/opel-grandland-electric-73-kwh-awd-2025
355.0,16.6,59.0,11,8.1,49450,Nemčija,2026,Audi,Q4 Sportback e-tron,https://bestev4me.eu/ev-catalog/3591/audi-q4-sportback-e-tron-2026
355.0,16.6,59.0,11,8.4,49900,Češka,2026,Skoda,Peaq 60,https://bestev4me.eu/ev-catalog/3658/skoda-peaq-60-2026
350.0,19.0,66.5,13,5.4,83500,ZDA,2015,Tesla,Model S 70D,https://bestev4me.eu/ev-catalog/1033/tesla-model-s-70d-2015
350.0,16.6,58.0,14,9.6,34995,Nemčija,2020,Volkswagen,ID.3 Pro,https://bestev4me.eu/ev-catalog/1202/volkswagen-id3-pro-2020
350.0,16.6,58.0,14,7.3,38987,Nemčija,2020,Volkswagen,ID.3 1st,https://bestev4me.eu/ev-catalog/1300/volkswagen-id3-1st-2020
350.0,16.6,58.0,14,7.3,36495,Nemčija,2020,Volkswagen,ID.3 Pro Performance,https://bestev4me.eu/ev-catalog/1306/volkswagen-id3-pro-performance-2020
350.0,15.0,52.5,10,5.6,45560,ZDA,2020,Tesla,Model 3 Standard Range Plus,https://bestev4me.eu/ev-catalog/1320/tesla-model-3-standard-range-plus-2020
350.0,20.0,70.0,16,4.9,50990,Kitajska,2021,MG,Marvel R Performance,https://bestev4me.eu/ev-catalog/1475/mg-marvel-r-performance-2021
350.0,14.6,51.0,11,5.6,45560,ZDA,2021,Tesla,Model 3 Standard Range Plus,https://bestev4me.eu/ev-catalog/1485/tesla-model-3-standard-range-plus-2021
350.0,19.0,66.5,13,7.7,53746,Nemčija,2021,Mercedes-Benz,EQA 300 4MATIC,https://bestev4me.eu/ev-catalog/1495/mercedes-benz-eqa-300-4matic-2021
350.0,19.0,66.5,13,6.0,56424,Nemčija,2021,Mercedes-Benz,EQA 350 4MATIC,https://bestev4me.eu/ev-catalog/1496/mercedes-benz-eqa-350-4matic-2021
350.0,16.6,58.0,14,7.3,39370,Španija,2021,CUPRA,Born 150 kW - 58 kWh,https://bestev4me.eu/ev-catalog/1516/cupra-born-150-kw-58-kwh-2021
350.0,16.6,58.0,14,9.6,35460,Nemčija,2021,Volkswagen,ID.3 Pro,https://bestev4me.eu/ev-catalog/1531/volkswagen-id3-pro-2021
350.0,16.6,58.0,14,7.3,43995,Nemčija,2021,Volkswagen,ID.3 Pro Performance,https://bestev4me.eu/ev-catalog/1532/volkswagen-id3-pro-performance-2021
350.0,18.3,64.0,14,7.5,42900,Japonska,2022,Toyota,bZ4X FWD,https://bestev4me.eu/ev-catalog/1564/toyota-bz4x-fwd-2022
350.0,21.4,75.0,14,4.9,56150,Švedska,2022,Volvo,XC40 Recharge Twin Pure Electric,https://bestev4me.eu/ev-catalog/1593/volvo-xc40-recharge-twin-pure-electric-2022
350.0,18.3,64.0,14,5.6,67890,Japonska,2023,Lexus,RZ 450e,https://bestev4me.eu/ev-catalog/1677/lexus-rz-450e-2023
350.0,20.3,71.0,13,7.4,43900,ZDA,2023,Fisker,Ocean Sport,https://bestev4me.eu/ev-catalog/1709/fisker-ocean-sport-2023
350.0,21.1,74.0,7,4.2,67300,Južna Koreja,2022,Genesis,GV70 Electrified Sport,https://bestev4me.eu/ev-catalog/1725/genesis-gv70-electrified-sport-2022
350.0,17.1,60.0,15,7.0,47588,Kitajska,2022,Aiways,U6,https://bestev4me.eu/ev-catalog/1766/aiways-u6-2022
350.0,16.6,58.0,13,7.3,39995,Nemčija,2023,Volkswagen,ID.3 Pro,https://bestev4me.eu/ev-catalog/1831/volkswagen-id3-pro-2023
350.0,20.9,73.0,9,8.5,61990,Južna Koreja,2024,Kia,EV9 76.1 kWh RWD,https://bestev4me.eu/ev-catalog/1833/kia-ev9-761-kwh-rwd-2024
350.0,17.3,60.5,18,7.0,32990,Kitajska,2023,BYD,DOLPHIN 60.4 kWh,https://bestev4me.eu/ev-catalog/1919/byd-dolphin-604-kwh-2023
350.0,19.0,66.5,12,7.7,53520,Nemčija,2023,Mercedes-Benz,EQA 300 4MATIC,https://bestev4me.eu/ev-catalog/1986/mercedes-benz-eqa-300-4matic-2023
350.0,19.0,66.5,12,6.0,56424,Nemčija,2023,Mercedes-Benz,EQA 350 4MATIC,https://bestev4me.eu/ev-catalog/1987/mercedes-benz-eqa-350-4matic-2023
350.0,17.7,62.0,13,3.7,50990,Nemčija,2024,Smart,#3 Brabus,https://bestev4me.eu/ev-catalog/2000/smart-3-brabus-2024
350.0,20.7,72.6,14,6.2,57900,ZDA,2023,Ford,Mustang Mach-E SR AWD,https://bestev4me.eu/ev-catalog/2036/ford-mustang-mach-e-sr-awd-2023
350.0,18.4,64.3,16,8.2,41990,Kitajska,2024,GWM,ORA 07 Pure,https://bestev4me.eu/ev-catalog/2245/gwm-ora-07-pure-2024
